"MovieID","no_ratings","avg_ratings","Title","Action","Adventure","Animation","Children's","Comedy","Crime","Documentary","Drama","Fantasy","Film-Noir","Horror","Musical","Mystery","Romance","Sci-Fi","Thriller","War","Western"
792,1,4,"Hungarian Fairy Tale, A (1987)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
793,10,2.6,"My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
796,3,3.33333333333333,"Very Natural Thing, A (1974)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
798,204,2.70588235294118,"Daylight (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
799,338,3.3491124260355,"Frighteners, The (1996)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
800,630,4.08253968253968,"Lone Star (1996)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
801,121,3.09917355371901,"Harriet the Spy (1996)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
802,427,3.49648711943794,"Phenomenon (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
803,57,3.68421052631579,"Walking and Talking (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
804,233,2.97854077253219,"She's the One (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
805,344,3.59011627906977,"Time to Kill, A (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
806,60,3.16666666666667,"American Buffalo (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
807,14,3,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
808,43,3.3953488372093,"Alaska (1996)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,105,2.57142857142857,"Fled (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,120,1.46666666666667,"Kazaam (1996)",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
811,9,3.88888888888889,"Bewegte Mann, Der (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
813,47,2.51063829787234,"Larger Than Life (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
814,1,3,"Boy Called Hate, A (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
815,6,2,"Power 98 (1995)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
818,189,2.56084656084656,"Very Brady Sequel, A (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
820,4,3.25,"Death in the Garden (Mort en ce jardin, La) (1956)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
821,2,2,"Crude Oasis, The (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
823,4,3.25,"Collectionneuse, La (1967)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
824,28,3.92857142857143,"Kaspar Hauser (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
826,1,1,"Diebinnen (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
827,2,3,"Convent, The (Convento, O) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
828,54,2.90740740740741,"Adventures of Pinocchio, The (1996)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,131,2.29007633587786,"Joe's Apartment (1996)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
830,295,2.95254237288136,"First Wives Club, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
831,20,3.85,"Stonewall (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
832,564,3.47872340425532,"Ransom (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
833,78,2.17948717948718,"High School High (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
834,4,2,"Phat Beach (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
835,103,3.12621359223301,"Foxfire (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
836,237,2.65400843881857,"Chain Reaction (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
837,218,3.47706422018349,"Matilda (1996)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
838,501,3.88023952095808,"Emma (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
839,135,2.21481481481481,"Crow: City of Angels, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
840,50,2.56,"House Arrest (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
841,25,3.4,"Eyes Without a Face (1959)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
842,151,2.58940397350993,"Tales from the Crypt Presents: Bordello of Blood (1996)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
843,1,1,"Lotto Land (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
844,7,3.57142857142857,"Story of Xinghua, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
846,38,3.73684210526316,"Flirt (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
847,7,1.85714285714286,"Big Squeeze, The (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
848,156,3.43589743589744,"Spitfire Grill, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
849,511,2.51076320939335,"Escape from L.A. (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
850,30,3.66666666666667,"Cyclo (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
851,127,3.49606299212598,"Basquiat (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
852,615,3.22113821138211,"Tin Cup (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
853,3,4,"Dingo (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
854,8,3.625,"Ballad of Narayama, The (Narayama Bushiko) (1958)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
858,2223,4.52496626180837,"Godfather, The (1972)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
859,1,2,"Hippie Revolution, The (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
860,10,3.6,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
861,273,3.51282051282051,"Supercop (1992)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
862,31,3.64516129032258,"Manny & Lo (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863,10,3.5,"Celestial Clockwork (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864,12,3.58333333333333,"Wife, The (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
865,1,2,"Small Faces (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
866,572,3.82342657342657,"Bound (1996)",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
867,24,2.20833333333333,"Carpool (1996)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
868,1,3,"Death in Brunswick (1991)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
869,42,3.0952380952381,"Kansas City (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
870,49,2.18367346938776,"Gone Fishin' (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
872,1,3,"Aiqing wansui (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
874,8,3.125,"Killer: A Journal of Murder (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
875,44,3.38636363636364,"Nothing to Lose (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
876,21,2.85714285714286,"Police Story 4: Project S (Chao ji ji hua) (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,24,3.29166666666667,"Girls Town (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
878,1,4,"Bye-Bye (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
879,237,2.82700421940928,"Relic, The (1997)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
880,324,2.20061728395062,"Island of Dr. Moreau, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
881,77,2.62337662337662,"First Kid (1996)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
882,59,2.71186440677966,"Trigger Effect, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
884,2,3,"Sweet Nothing (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
885,43,2.58139534883721,"Bogus (1996)",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
886,104,2.94230769230769,"Bulletproof (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,2,2.5,"Talk of Angels (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
888,48,2.20833333333333,"Land Before Time III: The Time of the Great Giving (1995)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,2,2.5,"1-900 (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
891,183,2.36065573770492,"Halloween: The Curse of Michael Myers (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
892,152,3.86184210526316,"Twelfth Night (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
893,69,3.69565217391304,"Mother Night (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
895,2,1,"Venice/Venice (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
896,51,3.43137254901961,"Wild Reeds (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
897,98,3.75510204081633,"For Whom the Bell Tolls (1943)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
898,582,4.30068728522337,"Philadelphia Story, The (1940)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
899,751,4.28362183754993,"Singin' in the Rain (1952)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
900,343,3.85131195335277,"American in Paris, An (1951)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
901,174,3.64367816091954,"Funny Face (1957)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
902,676,3.90828402366864,"Breakfast at Tiffany's (1961)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
903,905,4.27292817679558,"Vertigo (1958)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
904,1050,4.47619047619048,"Rear Window (1954)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
905,374,4.2807486631016,"It Happened One Night (1934)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
906,187,4.09625668449198,"Gaslight (1944)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
907,105,3.92380952380952,"Gay Divorcee, The (1934)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
908,1315,4.38403041825095,"North by Northwest (1959)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
909,417,4.12709832134293,"Apartment, The (1960)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
910,832,4.30048076923077,"Some Like It Hot (1959)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
911,306,4.18300653594771,"Charade (1963)",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
912,1669,4.41282204913122,"Casablanca (1942)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
913,1043,4.39597315436242,"Maltese Falcon, The (1941)",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
914,636,4.15408805031447,"My Fair Lady (1964)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
915,365,3.96438356164384,"Sabrina (1954)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
916,425,4.21647058823529,"Roman Holiday (1953)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
917,77,3.67532467532468,"Little Princess, The (1939)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
918,189,3.79365079365079,"Meet Me in St. Louis (1944)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
919,1718,4.24796274738067,"Wizard of Oz, The (1939)",0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
920,1156,3.99740484429066,"Gone with the Wind (1939)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
921,302,3.89403973509934,"My Favorite Year (1982)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
922,470,4.49148936170213,"Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
923,1116,4.38888888888889,"Citizen Kane (1941)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
924,1716,4.06876456876457,"2001: A Space Odyssey (1968)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
925,12,3.25,"Golden Earrings (1947)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
926,403,4.25558312655087,"All About Eve (1950)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
927,84,3.97619047619048,"Women, The (1939)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
928,386,4.20466321243523,"Rebecca (1940)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
929,93,3.78494623655914,"Foreign Correspondent (1940)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
930,445,4.29438202247191,"Notorious (1946)",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
931,206,3.9126213592233,"Spellbound (1945)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
932,189,3.95238095238095,"Affair to Remember, An (1957)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
933,443,4.10158013544018,"To Catch a Thief (1955)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
934,304,3.65789473684211,"Father of the Bride (1950)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
935,71,3.63380281690141,"Band Wagon, The (1953)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
936,132,4.07575757575758,"Ninotchka (1939)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
937,44,3.75,"Love in the Afternoon (1957)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
938,187,3.62032085561497,"Gigi (1958)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
939,11,3.18181818181818,"Reluctant Debutante, The (1958)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
940,378,3.97354497354497,"Adventures of Robin Hood, The (1938)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,105,3.7047619047619,"Mark of Zorro, The (1940)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,292,4.20205479452055,"Laura (1944)",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
943,171,3.98245614035088,"Ghost and Mrs. Muir, The (1947)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
944,97,3.79381443298969,"Lost Horizon (1937)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
945,251,4.14741035856574,"Top Hat (1935)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
946,161,3.85093167701863,"To Be or Not to Be (1942)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
947,188,4.1063829787234,"My Man Godfrey (1936)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
948,130,3.75384615384615,"Giant (1956)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
949,215,3.97674418604651,"East of Eden (1955)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
950,292,4.23972602739726,"Thin Man, The (1934)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
951,397,4.24937027707809,"His Girl Friday (1940)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
952,269,3.60223048327138,"Around the World in 80 Days (1956)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
953,729,4.29903978052126,"It's a Wonderful Life (1946)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
954,383,4.2402088772846,"Mr. Smith Goes to Washington (1939)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
955,413,4.16949152542373,"Bringing Up Baby (1938)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
956,40,3.55,"Penny Serenade (1941)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
957,37,3.24324324324324,"Scarlet Letter, The (1926)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
958,13,3.38461538461538,"Lady of Burlesque (1943)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
959,58,3.74137931034483,"Of Human Bondage (1934)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
960,20,3.45,"Angel on My Shoulder (1946)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
961,23,3.47826086956522,"Little Lord Fauntleroy (1936)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
962,11,3.54545454545455,"They Made Me a Criminal (1939)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
963,54,3.57407407407407,"Inspector General, The (1949)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
964,51,3.3921568627451,"Angel and the Badman (1947)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
965,253,4.07509881422925,"39 Steps, The (1935)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
966,6,4,"Walk in the Sun, A (1945)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
967,23,3.26086956521739,"Outlaw, The (1943)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
968,715,3.67132867132867,"Night of the Living Dead (1968)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
969,1057,4.25165562913907,"African Queen, The (1951)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
970,37,3.40540540540541,"Beat the Devil (1954)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
971,271,4.0479704797048,"Cat on a Hot Tin Roof (1958)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
972,6,3.16666666666667,"Last Time I Saw Paris, The (1954)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
973,82,3.91463414634146,"Meet John Doe (1941)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
974,16,3.75,"Algiers (1938)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
975,2,1.5,"Something to Sing About (1937)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
976,56,3.57142857142857,"Farewell to Arms, A (1932)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
977,2,2,"Moonlight Murder (1936)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
978,100,3.94,"Blue Angel, The (Blaue Engel, Der) (1930)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
980,5,2.8,"In the Line of Duty 2 (1987)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,4,2.75,"Dangerous Ground (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
982,81,3.67901234567901,"Picnic (1955)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
984,33,2.66666666666667,"Pompatus of Love, The (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
985,4,3.75,"Small Wonders (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
986,232,3.60344827586207,"Fly Away Home (1996)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,40,2.9,"Bliss (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
988,69,3.3768115942029,"Grace of My Heart (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
989,1,5,"Schlafes Bruder (Brother of Sleep) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
990,54,2.57407407407407,"Maximum Risk (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
991,170,3.52352941176471,"Michael Collins (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
992,20,2.6,"Rich Man's Wife, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
993,9,3.11111111111111,"Infinity (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
994,450,4.09555555555556,"Big Night (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
996,256,2.90625,"Last Man Standing (1996)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
997,28,3.35714285714286,"Caught (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
998,93,3.01075268817204,"Set It Off (1996)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
999,286,3.28321678321678,"2 Days in the Valley (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000,20,3.05,"Curdled (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1002,8,4.25,"Ed's Next Move (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,121,2.94214876033058,"Extreme Measures (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1004,101,2.66336633663366,"Glimmer Man, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1005,142,2.37323943661972,"D3: The Mighty Ducks (1996)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,78,3.08974358974359,"Chamber, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1007,232,2.97844827586207,"Apple Dumpling Gang, The (1975)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1008,97,3.3298969072165,"Davy Crockett, King of the Wild Frontier (1955)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1009,291,3.18556701030928,"Escape to Witch Mountain (1975)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1010,242,3.26859504132231,"Love Bug, The (1969)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,135,2.72592592592593,"Herbie Rides Again (1974)",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,301,3.70431893687708,"Old Yeller (1957)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1013,258,3.56589147286822,"Parent Trap, The (1961)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1014,136,3.40441176470588,"Pollyanna (1960)",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1015,234,3.34615384615385,"Homeward Bound: The Incredible Journey (1993)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,156,3.21794871794872,"Shaggy Dog, The (1959)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,276,3.58695652173913,"Swiss Family Robinson (1960)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,123,3.2520325203252,"That Darn Cat! (1965)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1019,575,3.70260869565217,"20,000 Leagues Under the Sea (1954)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1020,392,3.23979591836735,"Cool Runnings (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,247,2.76923076923077,"Angels in the Outfield (1994)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,577,3.75563258232236,"Cinderella (1950)",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1023,221,3.98642533936652,"Winnie the Pooh and the Blustery Day (1968)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,126,3.24603174603175,"Three Caballeros, The (1945)",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1025,293,3.61092150170648,"Sword in the Stone, The (1963)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,8,3.625,"So Dear to My Heart (1949)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1027,344,3.16279069767442,"Robin Hood: Prince of Thieves (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1028,1011,3.89416419386746,"Mary Poppins (1964)",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1029,568,3.68838028169014,"Dumbo (1941)",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1030,323,3.07739938080495,"Pete's Dragon (1977)",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1031,319,3.47962382445141,"Bedknobs and Broomsticks (1971)",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1032,525,3.69714285714286,"Alice in Wonderland (1951)",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1033,287,3.44947735191638,"Fox and the Hound, The (1981)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,169,3.64497041420118,"Freeway (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1035,882,3.93197278911565,"Sound of Music, The (1965)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1036,1666,4.1218487394958,"Die Hard (1988)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1037,615,2.66016260162602,"Lawnmower Man, The (1992)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1038,11,3.27272727272727,"Unhook the Stars (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
